title,text,url,source,category,published_at,preprocessed_text,sentiment_neg,sentiment_pos,sentiment_neutral,sentiment,sentiment_group,ORG_entities,GPE_entities
Amprius Set to Join Russell 3000® Index,"(marketscreener.com) Amprius Technologies, Inc. , a leader in next-generation lithium-ion batteries with its Silicon Anode Platform, is set to join the broad-market Russell 3000&reg; Index at the conclusion of the 2023 Russell indexes annual reconstitution, effective after the US market opens on June 26, according to a preliminary list of additions posted last month....https://www.marketscreener.com/quote/stock/AMPRIUS-TECHNOLOGIES-INC-143837983/news/Amprius-Set-to-Join-Russell-3000-Index-44061377/?utm_medium=RSS&utm_content=20230607",https://www.marketscreener.com/quote/stock/AMPRIUS-TECHNOLOGIES-INC-143837983/news/Amprius-Set-to-Join-Russell-3000-Index-44061377/?utm_medium=RSS&utm_content=20230607,4-traders,general,2023-06-07T12:31:02+00:00,"['marketscreenercom', 'amprius', 'technology', 'inc', 'leader', 'nextgeneration', 'lithiumion', 'battery', 'silicon', 'anode', 'platform', 'set', 'join', 'broadmarket', 'russell', '3000reg', 'index', 'conclusion', '2023', 'russell', 'index', 'annual', 'reconstitution', 'effective', 'u', 'market', 'open', 'june', '26', 'according', 'preliminary', 'list', 'addition', 'posted', 'last', 'month']",0.0,0.138,0.862,0.6486,Positive,['amprius technology inc'],[]
"Triple One Metals Inc. Completes Phase I of its Spring and Summer 2023 Field Exploration Program at Its Triple One Lithium project located south east of the High-Grade Kraken Lithium Discovery near the SW coast of Newfoundland, Canada","(marketscreener.com) Windsor, Nova Scotia, CANADA, June 07, 2023 -- Triple One Metals Inc. is a growth-oriented company headquartered in Windsor, Nova Scotia, Canada, acquiring critical metal and gold mineral assets in Eastern Canada. The Company is actively growing its specialized portfolio of lithium and precious metal assets. It also holds interests in...https://www.marketscreener.com/quote/stock/TRIPLE-ONE-METALS-INC-128798281/news/Triple-One-Metals-Inc-Completes-Phase-I-of-its-Spring-and-Summer-2023-Field-Exploration-Program-at-44060656/?utm_medium=RSS&utm_content=20230607",https://www.marketscreener.com/quote/stock/TRIPLE-ONE-METALS-INC-128798281/news/Triple-One-Metals-Inc-Completes-Phase-I-of-its-Spring-and-Summer-2023-Field-Exploration-Program-at-44060656/?utm_medium=RSS&utm_content=20230607,4-traders,general,2023-06-07T11:31:02+00:00,"['marketscreenercom', 'windsor', 'nova', 'scotia', 'canada', 'june', '07', '2023', 'triple', 'one', 'metal', 'inc', 'growthoriented', 'company', 'headquartered', 'windsor', 'nova', 'scotia', 'canada', 'acquiring', 'critical', 'metal', 'gold', 'mineral', 'asset', 'eastern', 'canada', 'company', 'actively', 'growing', 'specialized', 'portfolio', 'lithium', 'precious', 'metal', 'asset', 'also', 'hold', 'interest']",0.046,0.314,0.64,0.9081,Positive,['eastern canada'],"['canada', 'canada']"
Dragonfly Energy Speaks at Rho Motion Seminar Series,"(marketscreener.com) Dr. Vick Singh joined by experts in energy storage, electric vehicles, battery recycling and moreRENO, Nev., June 07, 2023 -- Dragonfly Energy Holdings Corp.&rsquo;s Director of Research and Development, Dr. Vickrum Singh, joined a panel of experts from the energy storage, EV , charging and infrastructure, lithium battery recycling, and...https://www.marketscreener.com/quote/stock/DRAGONFLY-ENERGY-HOLDINGS-145080772/news/Dragonfly-Energy-Speaks-at-Rho-Motion-Seminar-Series-44060651/?utm_medium=RSS&utm_content=20230607",https://www.marketscreener.com/quote/stock/DRAGONFLY-ENERGY-HOLDINGS-145080772/news/Dragonfly-Energy-Speaks-at-Rho-Motion-Seminar-Series-44060651/?utm_medium=RSS&utm_content=20230607,4-traders,general,2023-06-07T11:31:02+00:00,"['marketscreenercom', 'dr', 'vick', 'singh', 'joined', 'expert', 'energy', 'storage', 'electric', 'vehicle', 'battery', 'recycling', 'morereno', 'nev', 'june', '07', '2023', 'dragonfly', 'energy', 'holding', 'corprsquos', 'director', 'research', 'development', 'dr', 'vickrum', 'singh', 'joined', 'panel', 'expert', 'energy', 'storage', 'ev', 'charging', 'infrastructure', 'lithium', 'battery', 'recycling']",0.0,0.153,0.847,0.6486,Positive,[],['morereno']
Palantir and Panasonic Energy of North America sign multi-year agreement,"(marketscreener.com) PENA selects Palantir Foundry to operationalize data and introduce automated efficienciesDENVER, June 7, 2023 /PRNewswire/ -- Palantir Technologies Inc. and Panasonic Energy Co., Ltd., a Panasonic Group Company, a global leader in high-quality lithium-ion batteries, today announced a multi-year partnership to deliver an operations ""Smart...https://www.marketscreener.com/quote/stock/PALANTIR-TECHNOLOGIES-INC-113108869/news/Palantir-and-Panasonic-Energy-of-North-America-sign-multi-year-agreement-44060193/?utm_medium=RSS&utm_content=20230607",https://www.marketscreener.com/quote/stock/PALANTIR-TECHNOLOGIES-INC-113108869/news/Palantir-and-Panasonic-Energy-of-North-America-sign-multi-year-agreement-44060193/?utm_medium=RSS&utm_content=20230607,4-traders,general,2023-06-07T11:00:03+00:00,"['marketscreenercom', 'pena', 'selects', 'palantir', 'foundry', 'operationalize', 'data', 'introduce', 'automated', 'efficienciesdenver', 'june', '7', '2023', 'prnewswire', 'palantir', 'technology', 'inc', 'panasonic', 'energy', 'co', 'ltd', 'panasonic', 'group', 'company', 'global', 'leader', 'highquality', 'lithiumion', 'battery', 'today', 'announced', 'multiyear', 'partnership', 'deliver', 'operation', 'smart']",0.0,0.127,0.873,0.5859,Positive,['palantir technology inc panasonic energy co ltd panasonic group'],[]
"Raymond James Financial Services Advisors Inc. Acquires 64,954 Shares of Standard Lithium Ltd. (OTCMKTS:SLI)","Raymond James Financial Services Advisors Inc. raised its holdings in shares of Standard Lithium Ltd. (OTCMKTS:SLI &#8211; Get Rating) by 326.1% in the 4th quarter, Holdings Channel.com reports. The firm owned 84,874 shares of the company&#8217;s stock after buying an additional 64,954 shares during the quarter. Raymond James Financial Services Advisors Inc.&#8217;s holdings in Standard [&#8230;]",https://www.etfdailynews.com/2023/06/07/raymond-james-financial-services-advisors-inc-acquires-64954-shares-of-standard-lithium-ltd-otcmktssli/,etfdailynews,general,2023-06-07T08:52:43+00:00,"['raymond', 'james', 'financial', 'service', 'advisor', 'inc', 'raised', 'holding', 'share', 'standard', 'lithium', 'ltd', 'otcmktssli', '8211', 'get', 'rating', '3261', '4th', 'quarter', 'holding', 'channelcom', 'report', 'firm', 'owned', '84874', 'share', 'company8217s', 'stock', 'buying', 'additional', '64954', 'share', 'quarter', 'raymond', 'james', 'financial', 'service', 'advisor', 'inc8217s', 'holding', 'standard', '8230']",0.0,0.145,0.855,0.6808,Positive,['company8217s'],[]
"Raymond James & Associates Buys 2,817 Shares of Sigma Lithium Co. (NASDAQ:SGML)","Raymond James & Associates grew its stake in shares of Sigma Lithium Co. (NASDAQ:SGML &#8211; Get Rating) by 14.2% during the fourth quarter, HoldingsChannel.com reports. The institutional investor owned 22,672 shares of the company&#8217;s stock after acquiring an additional 2,817 shares during the period. Raymond James & Associates&#8217; holdings in Sigma Lithium were worth $640,000 [&#8230;]",https://www.etfdailynews.com/2023/06/07/raymond-james-associates-buys-2817-shares-of-sigma-lithium-co-nasdaqsgml/,etfdailynews,general,2023-06-07T08:42:42+00:00,"['raymond', 'james', 'associate', 'grew', 'stake', 'share', 'sigma', 'lithium', 'co', 'nasdaqsgml', '8211', 'get', 'rating', '142', 'fourth', 'quarter', 'holdingschannelcom', 'report', 'institutional', 'investor', 'owned', '22672', 'share', 'company8217s', 'stock', 'acquiring', 'additional', '2817', 'share', 'period', 'raymond', 'james', 'associates8217', 'holding', 'sigma', 'lithium', 'worth', '640000', '8230']",0.0,0.195,0.805,0.7579,Positive,['company8217s'],[]
Lithium Ionic (OTCMKTS:LTHCF) Shares Up 0.7%,"Lithium Ionic Corp. (OTCMKTS:LTHCF &#8211; Get Rating) shot up 0.7% during trading on Tuesday . The company traded as high as $1.92 and last traded at $1.89. 5,119 shares traded hands during trading, a decline of 54% from the average session volume of 11,061 shares. The stock had previously closed at $1.87. Analyst Ratings Changes [&#8230;]",https://www.etfdailynews.com/2023/06/07/lithium-ionic-otcmktslthcf-shares-up-0-7/,etfdailynews,general,2023-06-07T07:54:51+00:00,"['thium', 'ionic', 'corp', 'otcmktslthcf', '8211', 'get', 'rating', 'shot', '07', 'trading', 'tuesday', 'company', 'traded', 'high', '192', 'last', 'traded', '189', '5119', 'share', 'traded', 'hand', 'trading', 'decline', '54', 'average', 'session', 'volume', '11061', 'share', 'stock', 'previously', 'closed', '187', 'analyst', 'rating', 'change', '8230']",0.09,0.166,0.744,0.3612,Positive,['thium ionic corp otcmktslthcf 8211'],[]
Standard Lithium (CVE:SLI) Trading Up 1%,"Standard Lithium Ltd. (CVE:SLI &#8211; Get Rating) shot up 1% during mid-day trading on Tuesday . The company traded as high as C$5.87 and last traded at C$5.86. 64,701 shares traded hands during mid-day trading, a decline of 28% from the average session volume of 89,677 shares. The stock had previously closed at C$5.80. Wall [&#8230;]",https://www.etfdailynews.com/2023/06/07/standard-lithium-cvesli-trading-up-1/,etfdailynews,general,2023-06-07T07:22:48+00:00,"['standard', 'lithium', 'ltd', 'cvesli', '8211', 'get', 'rating', 'shot', '1', 'midday', 'trading', 'tuesday', 'company', 'traded', 'high', 'c587', 'last', 'traded', 'c586', '64701', 'share', 'traded', 'hand', 'midday', 'trading', 'decline', '28', 'average', 'session', 'volume', '89677', 'share', 'stock', 'previously', 'closed', 'c580', 'wall', '8230']",0.0,0.183,0.817,0.765,Positive,['standard lithium ltd cvesli 8211'],[]
LG Energy Solution to enhance battery supply chain in US,"LG Energy Solution has joined hands with Novonix, an Australian battery materials and technology firm, to strengthen the supply chain of a core battery material in North America, the South Korean battery maker said Wednesday. According to the announcement, LG Energy Solution signed a joint development agreement with Novonix to co-develop artificial graphite, a core anode material in making lithium-ion batteries for electric vehicles. Novonix also agreed to issue $30 million worth of unsecured no",https://www.koreaherald.com/view.php?ud=20230607000676,koreaherald,general,2023-06-07T06:40:04+00:00,"['g', 'energy', 'solution', 'joined', 'hand', 'novonix', 'australian', 'battery', 'material', 'technology', 'firm', 'strengthen', 'supply', 'chain', 'core', 'battery', 'material', 'north', 'america', 'south', 'korean', 'battery', 'maker', 'said', 'wednesday', 'according', 'announcement', 'lg', 'energy', 'solution', 'signed', 'joint', 'development', 'agreement', 'novonix', 'codevelop', 'artificial', 'graphite', 'core', 'anode', 'material', 'making', 'lithiumion', 'battery', 'electric', 'vehicle', 'novonix', 'also', 'agreed', 'issue', '30', 'million', 'worth', 'unsecured']",0.039,0.32,0.641,0.9423,Positive,['g energy solution'],[]
Critical Elements Lithium (OTCMKTS:CRECF) Shares Down 2.8%,"Critical Elements Lithium Co. (OTCMKTS:CRECF &#8211; Get Rating)&#8217;s share price was down 2.8% during trading on Tuesday . The company traded as low as $1.37 and last traded at $1.38. Approximately 19,529 shares traded hands during trading, a decline of 72% from the average daily volume of 70,058 shares. The stock had previously closed at [&#8230;]",https://www.etfdailynews.com/2023/06/07/critical-elements-lithium-otcmktscrecf-shares-down-2-8/,etfdailynews,general,2023-06-07T06:22:44+00:00,"['critical', 'element', 'lithium', 'co', 'otcmktscrecf', '8211', 'get', 'rating8217s', 'share', 'price', '28', 'trading', 'tuesday', 'company', 'traded', 'low', '137', 'last', 'traded', '138', 'approximately', '19529', 'share', 'traded', 'hand', 'trading', 'decline', '72', 'average', 'daily', 'volume', '70058', 'share', 'stock', 'previously', 'closed', '8230']",0.097,0.217,0.686,0.6597,Positive,[],[]
Lithium Americas Corp. (NYSE:LAC) Receives Average Rating of “Buy” from Brokerages,"Lithium Americas Corp. (NYSE:LAC &#8211; Get Rating) has received an average recommendation of &#8220;Buy&#8221; from the nine research firms that are presently covering the company, MarketBeat Ratings reports. Six analysts have rated the stock with a buy rating. The average 1 year target price among brokerages that have covered the stock in the last year [&#8230;]",https://www.etfdailynews.com/2023/06/07/lithium-americas-corp-nyselac-receives-average-rating-of-buy-from-brokerages/,etfdailynews,general,2023-06-07T06:00:43+00:00,"['thium', 'america', 'corp', 'nyselac', '8211', 'get', 'rating', 'received', 'average', 'recommendation', '8220buy8221', 'nine', 'research', 'firm', 'presently', 'covering', 'company', 'marketbeat', 'rating', 'report', 'six', 'analyst', 'rated', 'stock', 'buy', 'rating', 'average', '1', 'year', 'target', 'price', 'among', 'brokerage', 'covered', 'stock', 'last', 'year', '8230']",0.0,0.0,1.0,0.0,Neutral,['thium america corp nyselac'],[]
Mcdermitt Lithium Project PFS To Commence - Fluor Appointed Lead Engineer,"Jindalee Resources Limited (ASX:JRL) (Jindalee, the Company) is pleased to advise that it has commenced a PFS onJindalee’s 100% owned McDermitt Lithium Project1 in Oregon, USA (McDermitt, Project). Jindalee to commence a Pre-Feasibility Study (PFS) on the globally significant McDermitt Lithium ProjectMcDermitt is the largest Lithium deposit in the US by contained lithium with 21.5Mt Lithium Carbonate Equivalent (LCE) in Mineral Resource¹Leading global EPC and maintenance company Fluor Corporation appointed as lead engineer for the PFSPositive industry developments and government support...",https://investingnews.com.au/mcdermitt-progress-update-2661038575,resourceinvestingnews,general,2023-06-06T23:40:55+00:00,"['jindalee', 'resource', 'limited', 'asxjrl', 'jindalee', 'company', 'pleased', 'advise', 'commenced', 'pfs', 'onjindalee', '’', '100', 'owned', 'mcdermitt', 'lithium', 'project1', 'oregon', 'usa', 'mcdermitt', 'project', 'jindalee', 'commence', 'prefeasibility', 'study', 'pfs', 'globally', 'significant', 'mcdermitt', 'lithium', 'projectmcdermitt', 'largest', 'lithium', 'deposit', 'u', 'contained', 'lithium', '215mt', 'lithium', 'carbonate', 'equivalent', 'lce', 'mineral', 'resource¹leading', 'global', 'epc', 'maintenance', 'company', 'fluor', 'corporation', 'appointed', 'lead', 'engineer', 'pfspositive', 'industry', 'development', 'government', 'support']",0.031,0.121,0.848,0.6705,Positive,"['project1', 'epc']",[]
Standard Lithium to Participate in Upcoming Industry and Investor Conferences,"VANCOUVER, British Columbia, June 06, 2023 (GLOBE NEWSWIRE) &#8212; Standard Lithium Ltd. (“Standard Lithium” or the “Company”) (TSXV: SLI) (NYSE: SLI) (FRA: S5L), a leading near-commercial lithium company, will participate in the following industry and investor conferences. Event: Benchmark Battery Gigafactories USA Date: June 8-9, 2023 Location: Washington, D.C. Event: Bank of America Virtual Lithium [&#8230;]",https://financialpost.com/globe-newswire/standard-lithium-to-participate-in-upcoming-industry-and-investor-conferences,business,general,2023-06-06T23:18:56+00:00,"['vancouver', 'british', 'columbia', 'june', '06', '2023', 'globe', 'newswire', '8212', 'standard', 'lithium', 'ltd', '“', 'standard', 'lithium', '”', '“', 'company', '”', 'tsxv', 'sli', 'nyse', 'sli', 'fra', 's5l', 'leading', 'nearcommercial', 'lithium', 'company', 'participate', 'following', 'industry', 'investor', 'conference', 'event', 'benchmark', 'battery', 'gigafactories', 'usa', 'date', 'june', '89', '2023', 'location', 'washington', 'dc', 'event', 'bank', 'america', 'virtual', 'lithium', '8230']",0.0,0.0,1.0,0.0,Neutral,"['nyse', 'washington dc event bank america']",[]
Leos Carax Begins Production on C’est pas moi as Arnaud Desplechin Plans Spectateurs,"Small news on big guys: our friends at Ion Cinema have dug up a blurb from the print edition of Le film français noting that a) Leos Carax has begun production on C&#8217;est pas moi (or It&#8217;s Not Me), about which approximately zero is publicly known and made more mysterious by the note it&#8217;s in [&#8230;]The post Leos Carax Begins Production on C’est pas moi as Arnaud Desplechin Plans Spectateurs first appeared on The Film Stage.",https://thefilmstage.com/leos-carax-begins-production-on-cest-pas-moi-as-arnaud-desplechin-plans-spectateurs/,thefilmstage,general,2023-06-06T21:58:31+00:00,"['small', 'news', 'big', 'guy', 'friend', 'ion', 'cinema', 'dug', 'blurb', 'print', 'edition', 'le', 'film', 'français', 'noting', 'leo', 'carax', 'begun', 'production', 'c8217est', 'pa', 'moi', 'it8217s', 'approximately', 'zero', 'publicly', 'known', 'made', 'mysterious', 'note', 'it8217s', '8230the', 'post', 'leo', 'carax', 'begin', 'production', 'c', '’', 'est', 'pa', 'moi', 'arnaud', 'desplechin', 'plan', 'spectateurs', 'first', 'appeared', 'film', 'stage']",0.0,0.064,0.936,0.4939,Positive,[],"['it8217s', 'it8217s']"
Shareholder Alert: Robbins LLP Informs Investors of Class Action Against Atlas Lithium Corporation (ATLX),"(marketscreener.com) Robbins LLP informs investors that a shareholder filed a class action on behalf of all persons and entities that purchased or otherwise acquired Atlas Lithium Corporation common stock between May 25, 2022 and May 3, 2023. Atlas Lithium, formerly known as Brazil Minerals, is a mineral exploration and development company with lithium projects and...https://www.marketscreener.com/quote/stock/ATLAS-LITHIUM-CORPORATION-120795033/news/Shareholder-Alert-Robbins-LLP-Informs-Investors-of-Class-Action-Against-Atlas-Lithium-Corporation--44053451/?utm_medium=RSS&utm_content=20230606",https://www.marketscreener.com/quote/stock/ATLAS-LITHIUM-CORPORATION-120795033/news/Shareholder-Alert-Robbins-LLP-Informs-Investors-of-Class-Action-Against-Atlas-Lithium-Corporation--44053451/?utm_medium=RSS&utm_content=20230606,4-traders,general,2023-06-06T20:30:02+00:00,"['marketscreenercom', 'robbins', 'llp', 'informs', 'investor', 'shareholder', 'filed', 'class', 'action', 'behalf', 'person', 'entity', 'purchased', 'otherwise', 'acquired', 'atlas', 'lithium', 'corporation', 'common', 'stock', 'may', '25', '2022', 'may', '3', '2023', 'atlas', 'lithium', 'formerly', 'known', 'brazil', 'mineral', 'mineral', 'exploration', 'development', 'company', 'lithium', 'project']",0.0,0.05,0.95,0.2263,Positive,[],['brazil']
"Bronstein, Gewirtz & Grossman, LLC Notifies Atlas Lithium Corp. (ATLX) Investors of Class Action","(marketscreener.com) NEW YORK, June 6, 2023 /PRNewswire/ --&nbsp;Attorney Advertising -- Bronstein, Gewirtz &amp; Grossman, LLC notifies investors that a class action lawsuit has been filed against&nbsp;Atlas Lithium Corp. and certain of its officers, on behalf of all persons and entities that purchased or otherwise acquired Atlas Lithium&nbsp;securities between...https://www.marketscreener.com/quote/stock/ATLAS-LITHIUM-CORPORATION-120795033/news/Bronstein-Gewirtz-Grossman-LLC-Notifies-Atlas-Lithium-Corp-ATLX-Investors-of-Class-Action-44051853/?utm_medium=RSS&utm_content=20230606",https://www.marketscreener.com/quote/stock/ATLAS-LITHIUM-CORPORATION-120795033/news/Bronstein-Gewirtz-Grossman-LLC-Notifies-Atlas-Lithium-Corp-ATLX-Investors-of-Class-Action-44051853/?utm_medium=RSS&utm_content=20230606,4-traders,general,2023-06-06T15:01:05+00:00,"['marketscreenercom', 'new', 'york', 'june', '6', '2023', 'prnewswire', 'nbspattorney', 'advertising', 'bronstein', 'gewirtz', 'amp', 'grossman', 'llc', 'notifies', 'investor', 'class', 'action', 'lawsuit', 'filed', 'againstnbspatlas', 'lithium', 'corp', 'certain', 'officer', 'behalf', 'person', 'entity', 'purchased', 'otherwise', 'acquired', 'atlas', 'lithiumnbspsecurities', 'betwee']",0.054,0.06,0.886,0.0516,Positive,['againstnbspatlas lithium corp certain'],['new york']
"Thinking about buying stock in Samsara, Pampa Energia., Sigma Lithium, MINISO, or Intapp?","(marketscreener.com) NEW YORK, June 6, 2023 /PRNewswire/ -- InvestorsObserver issues critical PriceWatch Alerts for IOT, PAM, SGML, MNSO, and INTA. To see how InvestorsObserver's proprietary scoring system rates these stocks, view the...https://www.marketscreener.com/quote/stock/PAMPA-ENERG-A-S-A-5640862/news/Thinking-about-buying-stock-in-Samsara-Pampa-Energia-Sigma-Lithium-MINISO-or-Intapp-44051808/?utm_medium=RSS&utm_content=20230606",https://www.marketscreener.com/quote/stock/PAMPA-ENERG-A-S-A-5640862/news/Thinking-about-buying-stock-in-Samsara-Pampa-Energia-Sigma-Lithium-MINISO-or-Intapp-44051808/?utm_medium=RSS&utm_content=20230606,4-traders,general,2023-06-06T14:56:07+00:00,"['marketscreenercom', 'new', 'york', 'june', '6', '2023', 'prnewswire', 'investorsobserver', 'issue', 'critical', 'pricewatch', 'alert', 'iot', 'pam', 'sgml', 'mnso', 'inta', 'see', 'investorsobservers', 'proprietary', 'scoring', 'system', 'rate', 'stock', 'view']",0.087,0.083,0.83,-0.0258,Negative,[],['new york']
Sigma Lithium : Corporate Presentation June 2023,(marketscreener.com) Corporate Presentation June 2023 Leading Global Producer of Green Lithium Disclaimer No Offer or Solicitation Regarding Securities ...https://www.marketscreener.com/quote/stock/SIGMA-LITHIUM-CORPORATION-120797077/news/Sigma-Lithium-Corporate-Presentation-June-2023-44051561/?utm_medium=RSS&utm_content=20230606,https://www.marketscreener.com/quote/stock/SIGMA-LITHIUM-CORPORATION-120797077/news/Sigma-Lithium-Corporate-Presentation-June-2023-44051561/?utm_medium=RSS&utm_content=20230606,4-traders,general,2023-06-06T14:29:09+00:00,"['marketscreenercom', 'corporate', 'presentation', 'june', '2023', 'leading', 'global', 'producer', 'green', 'lithium', 'disclaimer', 'offer', 'solicitation', 'regarding', 'security']",0.0,0.146,0.854,0.34,Positive,[],[]
North Arrow Minerals: Unlocking the Lithium Potential of Canada's Far North,North Arrow Minerals (TSXV:NAR) leverages its decades of experience and knowledge exploring resources in Canada’s north to seize the opportunity in the fast-growing lithium market and bring to production several highly-promising spodumene pegmatite deposits in Northern Canada.The company has had an extensive presence in Nunavut and the Northwest Territories for many years now. Its leadership is more than familiar with the many challenges of mining in the north establishing and maintaining strong relationships with both provincial governments and community leaders.These community connections...,https://investingnews.com/north-arrow-minerals-unlocking-the-lithium-potential-of-canada-s-far-north/,resourceinvestingnews,general,2023-06-06T14:01:15+00:00,"['orth', 'arrow', 'mineral', 'tsxvnar', 'leverage', 'decade', 'experience', 'knowledge', 'exploring', 'resource', 'canada', '’', 'north', 'seize', 'opportunity', 'fastgrowing', 'lithium', 'market', 'bring', 'production', 'several', 'highlypromising', 'spodumene', 'pegmatite', 'deposit', 'northern', 'canadathe', 'company', 'extensive', 'presence', 'nunavut', 'northwest', 'territory', 'many', 'year', 'leadership', 'familiar', 'many', 'challenge', 'mining', 'north', 'establishing', 'maintaining', 'strong', 'relationship', 'provincial', 'government', 'community', 'leadersthese', 'community', 'connection']",0.0,0.136,0.864,0.7506,Positive,[],['canada']
Canadian Resources Companies Suspend Activities Due to Quebec Fire Risk,(marketscreener.com) By Robb M. Stewart The spread of forest fires across eastern Canada and the evacuation of communities in coastal Quebec are continuing to disrupt resources companies and to force their operations to be suspended. Exploration company Norris Lithium said Tuesday it has temporarily halted activities at its Highway and Bus lithium...https://www.marketscreener.com/quote/stock/APB-RESOURCES-18138344/news/Canadian-Resources-Companies-Suspend-Activities-Due-to-Quebec-Fire-Risk-44050930/?utm_medium=RSS&utm_content=20230606,https://www.marketscreener.com/quote/stock/APB-RESOURCES-18138344/news/Canadian-Resources-Companies-Suspend-Activities-Due-to-Quebec-Fire-Risk-44050930/?utm_medium=RSS&utm_content=20230606,4-traders,general,2023-06-06T13:26:03+00:00,"['marketscreenercom', 'robb', 'stewart', 'spread', 'forest', 'fire', 'across', 'eastern', 'canada', 'evacuation', 'community', 'coastal', 'quebec', 'continuing', 'disrupt', 'resource', 'company', 'force', 'operation', 'suspended', 'exploration', 'company', 'norris', 'lithium', 'said', 'tuesday', 'temporarily', 'halted', 'activity', 'highway', 'bus', 'lithium']",0.151,0.052,0.797,-0.5574,Negative,"['eastern canada', 'community coastal quebec']",[]
CleanTech Lithium claims good relations in Chile as projects progress,"(marketscreener.com) CleanTech Lithium PLC on Tuesday said it continues to progress projects towards producing battery-grade ""green"" lithium, including the completion of several new wells, and ""remains in positive dialogue"" with the Chilean government regarding new state participation requirements.In late April, the Chile-focused sustainable lithium exploration and...https://www.marketscreener.com/quote/stock/CLEANTECH-LITHIUM-PLC-135133476/news/CleanTech-Lithium-claims-good-relations-in-Chile-as-projects-progress-44050778/?utm_medium=RSS&utm_content=20230606",https://www.marketscreener.com/quote/stock/CLEANTECH-LITHIUM-PLC-135133476/news/CleanTech-Lithium-claims-good-relations-in-Chile-as-projects-progress-44050778/?utm_medium=RSS&utm_content=20230606,4-traders,general,2023-06-06T13:08:07+00:00,"['marketscreenercom', 'cleantech', 'lithium', 'plc', 'tuesday', 'said', 'continues', 'progress', 'project', 'towards', 'producing', 'batterygrade', 'green', 'lithium', 'including', 'completion', 'several', 'new', 'well', 'remains', 'positive', 'dialogue', 'chilean', 'government', 'regarding', 'new', 'state', 'participation', 'requirementsin', 'late', 'april', 'chilefocused', 'sustainable', 'lithium', 'exploration']",0.0,0.251,0.749,0.8555,Positive,['marketscreenercom cleantech lithium plc'],[]
Ecolab's Purolite Business Adds Manufacturing Plant in Pennsylvania,"(marketscreener.com) By Will Feuer Ecolab said it is expanding its Purolite business, which makes high-end ion exchange resins for the separation and purification of solutions, with a new manufacturing facility in Landenberg, Pa. The water purification company said the new plant, Purolite's fourth in Pennsylvania and sixth facility globally, would secure...https://www.marketscreener.com/quote/stock/ECOLAB-INC-12399/news/Ecolab-s-Purolite-Business-Adds-Manufacturing-Plant-in-Pennsylvania-44050719/?utm_medium=RSS&utm_content=20230606",https://www.marketscreener.com/quote/stock/ECOLAB-INC-12399/news/Ecolab-s-Purolite-Business-Adds-Manufacturing-Plant-in-Pennsylvania-44050719/?utm_medium=RSS&utm_content=20230606,4-traders,general,2023-06-06T13:05:03+00:00,"['marketscreenercom', 'feuer', 'ecolab', 'said', 'expanding', 'purolite', 'business', 'make', 'highend', 'ion', 'exchange', 'resin', 'separation', 'purification', 'solution', 'new', 'manufacturing', 'facility', 'landenberg', 'pa', 'water', 'purification', 'company', 'said', 'new', 'plant', 'purolites', 'fourth', 'pennsylvania', 'sixth', 'facility', 'globally', 'would', 'secure']",0.0,0.128,0.872,0.5719,Positive,"['marketscreenercom feuer ecolab', 'landenberg pa water purification company']",[]
What Car Brand Will You Never Buy (And Why?),"No, this isn’t a trick question; I am well aware that I can never again buy a Saturn. The Saturn Ion was the first car I ever bought all on my own. It kicked and screamed for over 250,000 before a faulty fuel pump took its life because, eh, who can be bothered to replace a fuel pump on a crummy old Saturn? But as…Read more...",https://jalopnik.com/which-car-brand-will-you-never-buy-again-and-why-1850507708,jalopnik,general,2023-06-06T13:00:00+00:00,"['’', 'trick', 'question', 'well', 'aware', 'never', 'buy', 'saturn', 'saturn', 'ion', 'first', 'car', 'ever', 'bought', 'kicked', 'screamed', '250000', 'faulty', 'fuel', 'pump', 'took', 'life', 'eh', 'bothered', 'replace', 'fuel', 'pump', 'crummy', 'old', 'saturn', 'as…read']",0.23,0.06,0.71,-0.6124,Negative,[],[]
"SHAREHOLDER ACTION REMINDER: The Schall Law Firm Encourages Investors in Atlas Lithium Corporation with Losses of $100,000 to Contact the Firm","(marketscreener.com) The Schall Law Firm, a national shareholder rights litigation firm, reminds investors of a class action lawsuit against Atlas Lithium Corporation for violations of &sect;&sect;10 and 20 of the Securities Exchange Act of 1934 and Rule 10b-5 promulgated thereunder by the U.S. Securities and Exchange Commission.Investors who purchased the...https://www.marketscreener.com/quote/stock/ATLAS-LITHIUM-CORPORATION-120795033/news/SHAREHOLDER-ACTION-REMINDER-The-Schall-Law-Firm-Encourages-Investors-in-Atlas-Lithium-Corporation-w-44050413/?utm_medium=RSS&utm_content=20230606",https://www.marketscreener.com/quote/stock/ATLAS-LITHIUM-CORPORATION-120795033/news/SHAREHOLDER-ACTION-REMINDER-The-Schall-Law-Firm-Encourages-Investors-in-Atlas-Lithium-Corporation-w-44050413/?utm_medium=RSS&utm_content=20230606,4-traders,general,2023-06-06T12:41:01+00:00,"['marketscreenercom', 'schall', 'law', 'firm', 'national', 'shareholder', 'right', 'litigation', 'firm', 'reminds', 'investor', 'class', 'action', 'lawsuit', 'atlas', 'lithium', 'corporation', 'violation', 'sectsect10', '20', 'security', 'exchange', 'act', '1934', 'rule', '10b5', 'promulgated', 'thereunder', 'u', 'security', 'exchange', 'commissioninvestors', 'purchased']",0.178,0.124,0.698,-0.2732,Negative,[],[]
